Date,Close,Volume
2017-01-03,56.601139068603516,20694100
2017-01-04,56.34788131713867,21340000
2017-01-05,56.34788131713867,24876000
2017-01-06,56.83628845214844,19922900
2017-01-09,56.655399322509766,20382700
2017-01-10,56.637306213378906,18593000
2017-01-11,57.15283966064453,21517300
2017-01-12,56.62826919555664,20968200
2017-01-13,56.70967483520508,19422300
2017-01-17,56.555908203125,20664000
2017-01-18,56.52878189086914,19670100
2017-01-19,56.34788131713867,18451700
2017-01-20,56.745849609375,30213500
2017-01-23,56.944820404052734,23097600
2017-01-24,57.451324462890625,24672900
2017-01-25,57.596038818359375,23672700
2017-01-26,58.12966537475586,43554600
2017-01-27,59.49541091918945,44818000
2017-01-30,58.907493591308594,31651400
2017-01-31,58.47336196899414,25270500
2017-02-01,57.50559616088867,39671500
2017-02-02,57.1347541809082,45827000
2017-02-03,57.596038818359375,30301800
2017-02-06,57.559852600097656,19796400
2017-02-07,57.36991882324219,20277200
2017-02-08,57.288516998291016,18096400
2017-02-09,57.93973159790039,22644400
2017-02-10,57.885467529296875,18170700
2017-02-13,58.536678314208984,22920100
2017-02-14,58.75505828857422,23108400
2017-02-15,58.718666076660156,17005200
2017-02-16,58.70956039428711,20546300
2017-02-17,58.800567626953125,21248800
2017-02-21,58.68226623535156,20655900
2017-02-22,58.563968658447266,19292700
2017-02-23,58.800567626953125,20273100
2017-02-24,58.800567626953125,21796800
2017-02-27,58.4456901550293,15871500
2017-02-28,58.21819305419922,23239800
2017-03-01,59.091732025146484,26937500
2017-03-02,58.24550247192383,24539600
2017-03-03,58.46388244628906,18135900
2017-03-06,58.48207473754883,18750300
2017-03-07,58.60036087036133,18521000
2017-03-08,59.13725280761719,21510900
2017-03-09,58.90065383911133,19846800
2017-03-10,59.082645416259766,19538200
2017-03-13,58.882450103759766,20100000
2017-03-14,58.60947799682617,14280200
2017-03-15,58.91884231567383,24833800
2017-03-16,58.81875991821289,20674300
2017-03-17,59.02804183959961,49219700
2017-03-20,59.082645416259766,14598100
2017-03-21,58.42747497558594,26640500
2017-03-22,59.17363739013672,20680000
2017-03-23,59.02804183959961,19269200
2017-03-24,59.128135681152344,22617100
2017-03-27,59.23732376098633,18614700
2017-03-28,59.410221099853516,20080400
2017-03-29,59.57400894165039,13618400
2017-03-30,59.79238510131836,15122800
2017-03-31,59.92888641357422,21040300
2017-04-03,59.64681625366211,20400900
2017-04-04,59.810604095458984,12997400
2017-04-05,59.65590286254883,21448600
2017-04-06,59.810604095458984,18103500
2017-04-07,59.765106201171875,14108500
2017-04-10,59.62860107421875,17952700
2017-04-11,59.5831184387207,18791500
2017-04-12,59.35562515258789,17108500
2017-04-13,59.1008415222168,17896500
2017-04-17,59.5831184387207,16689300
2017-04-18,59.50122833251953,15155600
2017-04-19,59.1827278137207,26992800
2017-04-20,59.601314544677734,22299500
2017-04-21,60.42026901245117,32522600
2017-04-24,61.448486328125,29770000
2017-04-25,61.803375244140625,30242700
2017-04-26,61.72148513793945,26190800
2017-04-27,62.12184524536133,34971000
2017-04-28,62.29473876953125,39548800
2017-05-01,63.15919494628906,31954400
2017-05-02,63.05909729003906,23906100
2017-05-03,62.858890533447266,28928000
2017-05-04,62.613216400146484,21749400
2017-05-05,62.786109924316406,19128800
2017-05-08,62.73149490356445,18566100
2017-05-09,62.822509765625,22858400
2017-05-10,63.068180084228516,17977800
2017-05-11,62.29473876953125,28789400
2017-05-12,62.22193908691406,18714100
2017-05-15,62.267459869384766,31530300
2017-05-16,63.52122116088867,34956000
2017-05-17,61.754974365234375,30548800
2017-05-18,61.9654426574707,25201300
2017-05-19,61.947139739990234,26961100
2017-05-22,62.642662048339844,16237600
2017-05-23,62.8531494140625,15425800
2017-05-24,62.935508728027344,14593900
2017-05-25,63.71339416503906,21854100
2017-05-26,64.02454376220703,19827900
2017-05-30,64.43638610839844,17072800
2017-05-31,63.91471862792969,30436400
2017-06-01,64.1526870727539,21603600
2017-06-02,65.67183685302734,34770300
2017-06-05,66.147705078125,33316800
2017-06-06,66.36734771728516,31511100
2017-06-07,66.24839782714844,22301800
2017-06-08,65.84573364257812,24588300
2017-06-09,64.35401916503906,49187400
2017-06-12,63.85983657836914,47761700
2017-06-13,64.65602111816406,25258600
2017-06-14,64.3082275390625,25510700
2017-06-15,63.969669342041016,26068700
2017-06-16,64.06116485595703,48345100
2017-06-19,64.85734558105469,23798300
2017-06-20,63.97880554199219,21512200
2017-06-21,64.3082275390625,19891100
2017-06-22,64.29911041259766,22965700
2017-06-23,65.16849517822266,27617300
2017-06-26,64.54617309570312,19607000
2017-06-27,63.33818054199219,25215100
2017-06-28,63.87813949584961,25806200
2017-06-29,62.67928695678711,28918700
2017-06-30,63.08196258544922,24161100
2017-07-03,62.38642120361328,16165500
2017-07-05,63.21919631958008,21176300
2017-07-06,62.75248336791992,21117600
2017-07-07,63.56696701049805,16878300
2017-07-10,64.04285430908203,15014500
2017-07-11,64.05203247070312,17460000
2017-07-12,65.11359405517578,17750900
2017-07-13,65.68099212646484,20269800
2017-07-14,66.60530090332031,25868100
2017-07-17,67.12693786621094,21803900
2017-07-18,67.0811767578125,26435300
2017-07-19,67.59367370605469,22416200
2017-07-20,67.92313385009766,42361000
2017-07-21,67.52962493896484,46717100
2017-07-24,67.35575103759766,21394800
2017-07-25,67.8956527709961,22018700
2017-07-26,67.76753997802734,16252200
2017-07-27,66.95306396484375,36844200
2017-07-28,66.8432388305664,18306700
2017-07-31,66.53208923339844,23600100
2017-08-01,66.42227935791016,22132300
2017-08-02,66.1294174194336,26499200
2017-08-03,66.02874755859375,18214400
2017-08-04,66.51378631591797,22579000
2017-08-07,66.25755310058594,18705700
2017-08-08,66.61446380615234,22044600
2017-08-09,66.32160949707031,22213400
2017-08-10,65.35153198242188,24734500
2017-08-11,66.34906005859375,21443700
2017-08-14,67.3465805053711,20096600
2017-08-15,67.36497497558594,19181400
2017-08-16,67.76061248779297,18150400
2017-08-17,66.61055755615234,22977500
2017-08-18,66.693359375,18761500
2017-08-21,66.38053894042969,17734800
2017-08-22,67.30978393554688,14343700
2017-08-23,66.90496063232422,13766500
2017-08-24,66.87736511230469,17098300
2017-08-25,66.99696350097656,12794300
2017-08-28,67.00614166259766,14569700
2017-08-29,67.20857238769531,11478400
2017-08-30,68.091796875,16897800
2017-08-31,68.79104614257812,27652800
2017-09-01,68.02741241455078,21736200
2017-09-05,67.72379302978516,21556000
2017-09-06,67.53057098388672,16535800
2017-09-07,68.39541625976562,17471200
2017-09-08,68.06420135498047,14703800
2017-09-11,68.78182983398438,17910400
2017-09-12,68.70823669433594,14394900
2017-09-13,69.19586181640625,13380800
2017-09-14,68.79104614257812,15733900
2017-09-15,69.28783416748047,38578400
2017-09-18,69.14984893798828,23307000
2017-09-19,69.40746307373047,16093300
2017-09-20,68.94744110107422,21587900
2017-09-21,68.27581024169922,19186100
2017-09-22,68.4598388671875,14111400
2017-09-25,67.40176391601562,24149200
2017-09-26,67.40176391601562,18019600
2017-09-27,67.94458770751953,19565100
2017-09-28,67.96300506591797,10883800
2017-09-29,68.53343963623047,17079100
2017-10-02,68.64382934570312,15304800
2017-10-03,68.32184600830078,12190400
2017-10-04,68.71741485595703,13317700
2017-10-05,69.89507293701172,21195300
2017-10-06,69.92268371582031,13959800
2017-10-09,70.18949127197266,11386500
2017-10-10,70.18949127197266,13944500
2017-10-11,70.30907440185547,15388900
2017-10-12,70.95314025878906,16876500
2017-10-13,71.29354858398438,15335700
2017-10-16,71.44073486328125,12380100
2017-10-17,71.38553619384766,16824000
2017-10-18,71.40393829345703,13300700
2017-10-19,71.67996215820312,15092800
2017-10-20,72.5079574584961,22866400
2017-10-23,72.52638244628906,20627200
2017-10-24,72.55400848388672,17517200
2017-10-25,72.34237670898438,20410800
2017-10-26,72.46196746826172,32120700
2017-10-27,77.1081314086914,71066700
2017-10-30,77.18174743652344,31756700
2017-10-31,76.52854919433594,27086600
2017-11-01,76.52854919433594,22307400
2017-11-02,77.32896423339844,23992900
2017-11-03,77.4117660522461,17633500
2017-11-06,77.71537780761719,19860900
2017-11-07,77.53135681152344,17939700
2017-11-08,77.79817962646484,18034200
2017-11-09,77.36577606201172,21178400
2017-11-10,77.16334533691406,19397800
2017-11-13,77.21854400634766,14196900
2017-11-14,77.32896423339844,18801300
2017-11-15,76.72794342041016,19383100
2017-11-16,76.93136596679688,20962800
2017-11-17,76.19163513183594,22079000
2017-11-20,76.31182861328125,16315000
2017-11-21,77.41218566894531,21237500
2017-11-22,76.84814453125,20553100
2017-11-24,76.98684692382812,7425600
2017-11-27,77.55087280273438,18265200
2017-11-28,78.48478698730469,21926000
2017-11-29,77.06080627441406,27381100
2017-11-30,77.82828521728516,33054600
2017-12-01,77.91149139404297,29532100
2017-12-04,74.97110748291016,39094900
2017-12-05,75.44265747070312,26152300
2017-12-06,76.54300689697266,26162100
2017-12-07,76.27484893798828,23184500
2017-12-08,77.81901550292969,24489100
2017-12-11,78.80841827392578,22857900
2017-12-12,79.13203430175781,23924100
2017-12-13,78.91937255859375,22062700
2017-12-14,78.30908966064453,19306000
2017-12-15,80.30635833740234,53936700
2017-12-18,79.87176513671875,22283800
2017-12-19,79.36321258544922,23524800
2017-12-20,79.07655334472656,23674900
2017-12-21,79.05805206298828,17990700
2017-12-22,79.06732177734375,14145800
2017-12-26,78.96559143066406,9891200
2017-12-27,79.25224304199219,14678000
2017-12-28,79.26150512695312,10594300
2017-12-29,79.09504699707031,18717400
2018-01-02,79.4741439819336,22483800
2018-01-03,79.84403228759766,26061400
2018-01-04,80.5467758178711,21912000
2018-01-05,81.54539489746094,23407100
2018-01-08,81.62859344482422,22113000
2018-01-09,81.5731201171875,19484300
2018-01-10,81.20326232910156,18652200
2018-01-11,81.44367218017578,17808900
2018-01-12,82.84915161132812,24271500
2018-01-16,81.69332122802734,36599700
2018-01-17,83.34845733642578,25621200
2018-01-18,83.31147003173828,24159700
2018-01-19,83.21902465820312,36875000
2018-01-22,84.70770263671875,23601600
2018-01-23,84.9758529663086,23412800
2018-01-24,84.90188598632812,33277500
2018-01-25,85.37347412109375,26383200
2018-01-26,86.97310638427734,29172200
2018-01-29,86.84365844726562,31569900
2018-01-30,85.7525634765625,38635100
2018-01-31,87.85154724121094,48756300
2018-02-01,87.15805053710938,47227900
2018-02-02,84.8648910522461,47867800
2018-02-05,81.3697280883789,51031500
2018-02-06,84.44882202148438,67998600
2018-02-07,82.8583984375,41107600
2018-02-08,78.60501098632812,55628700
2018-02-09,81.53614807128906,63499100
2018-02-12,82.41455078125,35720300
2018-02-13,83.06182861328125,26407700
2018-02-14,84.36243438720703,34960900
2018-02-15,86.08106231689453,27823900
2018-02-16,85.46794128417969,30596900
2018-02-20,86.13681030273438,30911700
2018-02-21,84.99412536621094,26922500
2018-02-22,85.21708679199219,24392800
2018-02-23,87.38166809082031,26329200
2018-02-26,88.64509582519531,30199800
2018-02-27,87.51171875,25869100
2018-02-28,87.11226654052734,31167300
2018-03-01,86.25757598876953,37135600
2018-03-02,86.4433822631836,32830400
2018-03-05,86.99149322509766,23901600
2018-03-06,86.69419860839844,22175800
2018-03-07,87.19586944580078,26716100
2018-03-08,87.72541046142578,25887800
2018-03-09,89.68558502197266,36937300
2018-03-12,89.89923858642578,26073700
2018-03-13,87.70684051513672,35387800
2018-03-14,87.18659973144531,32132000
2018-03-15,87.49314880371094,27611000
2018-03-16,87.88333129882812,49081300
2018-03-19,86.29475402832031,33344100
2018-03-20,86.51773071289062,23075200
2018-03-21,85.91386413574219,24457100
2018-03-22,83.41484832763672,38604700
2018-03-23,80.99015808105469,44068900
2018-03-26,87.12155151367188,56396800
2018-03-27,83.11756134033203,56569000
2018-03-28,83.04325103759766,52501100
2018-03-29,84.7897720336914,45867500
2018-04-02,82.2350082397461,48515400
2018-04-03,83.34051513671875,37213800
2018-04-04,85.7745132446289,35560000
2018-04-05,85.82095336914062,29771900
2018-04-06,83.82361602783203,38026000
2018-04-09,84.32524871826172,31533900
2018-04-10,86.28543853759766,26812000
2018-04-11,85.3378677368164,24872100
2018-04-12,86.93575286865234,26758900
2018-04-13,86.47124481201172,23346100
2018-04-16,87.48384857177734,20288100
2018-04-17,89.24896240234375,26771000
2018-04-18,89.59269714355469,21043300
2018-04-19,89.28612518310547,23552500
2018-04-20,88.2549057006836,31154400
2018-04-23,88.580078125,22331800
2018-04-24,86.50839233398438,34524800
2018-04-25,85.75592041015625,33729300
2018-04-26,87.5674819946289,42529000
2018-04-27,89.01673126220703,48272800
2018-04-30,86.88002014160156,41523600
2018-05-01,88.2549057006836,31408900
2018-05-02,86.87073516845703,27471000
2018-05-03,87.39097595214844,31142500
2018-05-04,88.4035873413086,22531300
2018-05-07,89.38829803466797,24242000
2018-05-08,89.00741577148438,23484600
2018-05-09,90.05719757080078,27327400
2018-05-10,90.95833587646484,22388100
2018-05-11,90.76322174072266,16778300
2018-05-14,91.06980895996094,19454100
2018-05-15,90.41021728515625,24594000
2018-05-16,90.64346313476562,17384700
2018-05-17,89.7384262084961,17246700
2018-05-18,89.90638732910156,17865800
2018-05-21,91.06331634521484,19422500
2018-05-22,90.97003173828125,15441200
2018-05-23,92.05232238769531,21251200
2018-05-24,91.72576141357422,26649300
2018-05-25,91.77241516113281,18363900
2018-05-29,91.44586181640625,28671000
2018-05-30,92.32292938232422,22158500
2018-05-31,92.22026824951172,34140900
2018-06-01,94.03968048095703,28655600
2018-06-04,94.86075592041016,27281600
2018-06-05,95.34590911865234,23514400
2018-06-06,95.62584686279297,21122900
2018-06-07,94.12366485595703,28232200
2018-06-08,94.82341003417969,22165100
2018-06-11,94.28226470947266,23490900
2018-06-12,94.52486419677734,18325200
2018-06-13,94.09564208984375,29492900
2018-06-14,94.62747955322266,25691800
2018-06-15,93.42386627197266,65738600
2018-06-18,94.10498809814453,23586000
2018-06-19,94.10498809814453,28653100
2018-06-20,95.04737091064453,26180800
2018-06-21,94.36625671386719,23198200
2018-06-22,93.68512725830078,38923100
2018-06-25,91.8004150390625,35433300
2018-06-26,92.44422149658203,26897200
2018-06-27,91.00733184814453,31298400
2018-06-28,92.02435302734375,26650700
2018-06-29,92.00567626953125,28053200
2018-07-02,93.31192779541016,19564500
2018-07-03,92.41622161865234,14670300
2018-07-05,93.07867431640625,18977400
2018-07-06,94.3849105834961,19234600
2018-07-09,95.0286865234375,18212000
2018-07-10,95.28060150146484,19293100
2018-07-11,95.14997100830078,19644600
2018-07-12,97.21196746826172,24335900
2018-07-13,98.36892700195312,24635200
2018-07-16,97.88374328613281,21786900
2018-07-17,98.85411071777344,25901700
2018-07-18,98.0796890258789,29493900
2018-07-19,97.40790557861328,40171600
2018-07-20,99.15264892578125,56004000
2018-07-23,100.73880767822266,29707000
2018-07-24,100.4495620727539,26316600
2018-07-25,103.40727233886719,30702100
2018-07-26,102.27830505371094,31372100
2018-07-27,100.46821594238281,37005300
2018-07-30,98.31292724609375,34668300
