Date,Close,Volume
2017-01-03,116.31182861328125,20663900
2017-01-04,118.13323974609375,19630900
2017-01-05,120.10395050048828,19492200
2017-01-06,122.83110809326172,28545300
2017-01-09,124.3141098022461,22880400
2017-01-10,123.76669311523438,17324600
2017-01-11,125.49852752685547,18356500
2017-01-12,126.02604675292969,18653900
2017-01-13,127.73796081542969,24884300
2017-01-17,127.27017974853516,15294500
2017-01-18,127.31993865966797,13145900
2017-01-19,126.9516830444336,12195500
2017-01-20,126.4440689086914,19097200
2017-01-23,128.3251953125,16593600
2017-01-24,128.76312255859375,15162700
2017-01-25,130.86322021484375,18731300
2017-01-26,132.1571502685547,20020100
2017-01-27,131.55995178222656,19539500
2017-01-30,130.36558532714844,18956100
2017-01-31,129.7086944580078,19790500
2017-02-01,132.60504150390625,50139800
2017-02-02,130.22625732421875,54366400
2017-02-03,130.36558532714844,24804900
2017-02-06,131.44053649902344,17058500
2017-02-07,131.22154235839844,14596400
2017-02-08,133.57046508789062,22390600
2017-02-09,133.51077270507812,16470600
2017-02-10,133.56053161621094,15061900
2017-02-13,133.4211883544922,13526200
2017-02-14,133.2221221923828,14364900
2017-02-15,132.81405639648438,13226500
2017-02-16,133.212158203125,12831100
2017-02-17,132.9036102294922,12276500
2017-02-21,133.0927276611328,14759100
2017-02-22,135.48147583007812,27360100
2017-02-23,134.72503662109375,18422500
2017-02-24,134.80465698242188,12625700
2017-02-27,135.77012634277344,14306700
2017-02-28,134.90419006347656,16112100
2017-03-01,136.775390625,16257000
2017-03-02,136.11846923828125,12294800
2017-03-03,136.52655029296875,11160600
2017-03-06,136.775390625,12748200
2017-03-07,136.6559295654297,13527100
2017-03-08,137.073974609375,10184500
2017-03-09,137.59153747558594,15535300
2017-03-10,138.13897705078125,16314100
2017-03-13,138.9451446533203,10955500
2017-03-14,138.66648864746094,12944000
2017-03-15,139.06459045410156,19344800
2017-03-16,139.3333282470703,13612900
2017-03-17,139.1840057373047,20592800
2017-03-20,139.2835693359375,12099500
2017-03-21,137.86026000976562,29894800
2017-03-22,138.93519592285156,17055400
2017-03-23,138.87548828125,13022800
2017-03-24,139.68167114257812,16664700
2017-03-27,139.66177368164062,12800500
2017-03-28,141.0950164794922,14679400
2017-03-29,141.98081970214844,16527600
2017-03-30,141.74197387695312,12404000
2017-03-31,141.38365173339844,11478300
2017-04-03,141.61257934570312,13564000
2017-04-04,141.06515502929688,12948600
2017-04-05,141.1846160888672,17158100
2017-04-06,140.5077667236328,15103400
2017-04-07,140.11961364746094,11818300
2017-04-10,140.37838745117188,9039400
2017-04-11,139.26364135742188,16638100
2017-04-12,138.9252471923828,11612500
2017-04-13,138.73614501953125,10965600
2017-04-17,140.75662231445312,11519700
2017-04-18,140.29876708984375,14807500
2017-04-19,141.60263061523438,15563900
2017-04-20,143.12545776367188,15968200
2017-04-21,143.00599670410156,12382000
2017-04-24,144.78762817382812,14407200
2017-04-25,145.80284118652344,17767500
2017-04-26,145.8725128173828,12395000
2017-04-27,147.00717163085938,11275100
2017-04-28,149.54519653320312,30652200
2017-05-01,151.7448272705078,25218300
2017-05-02,152.0633087158203,21870400
2017-05-03,151.08792114257812,29782500
2017-05-04,150.1423797607422,36225500
2017-05-05,149.5352325439453,17148500
2017-05-08,150.35137939453125,15827500
2017-05-09,149.7741241455078,17453900
2017-05-10,149.5850067138672,12080700
2017-05-11,149.336181640625,11841900
2017-05-12,149.62481689453125,9598200
2017-05-15,149.48548889160156,15064700
2017-05-16,149.077392578125,14550800
2017-05-17,144.1705322265625,28300100
2017-05-18,146.96734619140625,23031600
2017-05-19,147.365478515625,16187900
2017-05-22,147.54461669921875,12586700
2017-05-23,147.37542724609375,12817800
2017-05-24,149.336181640625,17862400
2017-05-25,151.24717712402344,19891400
2017-05-26,151.4163818359375,14996200
2017-05-30,151.6652069091797,13226000
2017-05-31,150.74951171875,18023900
2017-06-01,150.81918334960938,14530600
2017-06-02,152.88943481445312,16854400
2017-06-05,152.9093475341797,12520400
